city,region,year,weekofyear,month,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,reanalysis_precip_amt_kg_per_m2,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,population_density,hospital_capacity_index,lag1_cases,lag2_cases,lag4_cases,outbreak_zone,total_cases
Gampaha,Sri_Lanka,1992,16,4,-0.015525,0.13761,-0.009948,-0.024552,9.32,301.5078,301.3655,295.3791,304.84,297.9,85.2704,9.2123,6.9396,7.94,28.3416,8.7043,32.26,23.56,5.36,0.743,0.583,10,12,18,0,12
Galle,Sri_Lanka,2006,49,12,0.21292,0.010777,0.254688,0.257103,63.13,300.2155,300.5727,294.4772,301.66,299.48,86.4231,9.3055,2.181,70.44,27.1631,2.8201,28.88,26.06,70.47,0.788,0.621,0,4,0,0,1
Galle,Sri_Lanka,2024,39,10,0.240869,0.307391,0.349445,0.346106,94.63,298.6385,298.6083,295.3167,301.14,296.07,87.6914,9.4356,5.0696,87.57,25.1639,4.877,27.94,23.07,93.52,0.744,0.621,55,55,60,1,56
Peshawar,KPK_PK,2003,27,7,0.076011,0.011303,0.125681,0.163415,23.3,293.019,292.6342,289.0304,299.13,286.14,65.5669,6.6655,12.9937,26.52,19.4596,10.9717,25.4,14.43,31.58,0.694,0.382,3,5,6,0,3
Jaffna,Sri_Lanka,1998,44,11,0.077744,0.074174,0.108113,0.010304,12.99,300.5726,300.7706,296.0908,302.89,298.65,68.3492,7.3883,4.24,14.53,26.5016,5.2101,30.68,25.47,15.61,0.74,0.586,0,0,0,0,0
Quetta,Balochistan_PK,2012,28,7,0.00488,0.020834,0.014853,0.0355,5.47,294.2355,294.5303,291.6662,299.58,289.48,40.3715,5.0,10.0925,5.0,21.8864,9.298,25.26,15.96,10.87,0.203,0.272,1,1,0,0,0
Ampara,Sri_Lanka,2017,46,12,0.287856,0.178817,0.260072,0.055811,45.33,301.2944,301.0516,297.5636,304.02,298.08,65.201,7.4384,5.9349,46.76,27.5625,7.0084,31.47,24.46,44.92,0.766,0.622,9,11,5,0,11
Islamabad,ICT_PK,1991,7,2,-0.007021,0.086583,0.09195,0.17581,1.32,297.2419,297.0652,293.658,300.54,293.59,77.8807,8.5713,6.9488,1.46,24.5325,7.1954,27.54,20.35,7.65,0.688,0.654,6,5,1,0,4
Colombo,Sri_Lanka,1992,40,10,0.426695,0.488358,0.510875,0.444016,148.61,298.793,298.6196,292.3432,299.56,297.68,77.2543,7.754,1.8741,156.54,26.0174,2.9353,26.8,23.87,151.65,0.797,0.627,13,13,15,0,11
Ampara,Sri_Lanka,2018,48,12,0.012683,0.058474,0.109077,0.034272,2.02,298.5924,298.7918,292.8029,303.18,294.41,76.1429,8.3917,8.7685,1.8,25.2022,9.5029,30.27,20.76,0.0,0.714,0.585,3,7,7,0,6
Kandy,Sri_Lanka,1992,2,1,0.191236,0.139673,0.153451,0.176661,13.18,296.9514,297.1764,294.3403,301.16,293.19,79.604,8.9098,7.9707,13.04,24.582,8.5839,28.07,19.48,16.27,0.755,0.587,7,8,4,0,8
Colombo,Sri_Lanka,2010,16,4,0.6,0.6,0.6,0.6,247.57,297.3109,297.8032,291.622,299.56,296.04,96.0601,10.5877,3.5217,240.99,24.9815,2.0893,25.86,23.77,245.94,0.754,0.589,14,12,16,0,16
Muzaffarabad,AJK_PK,2005,5,2,0.353734,0.196042,0.510075,0.340402,86.8,296.8147,297.1548,292.1344,301.01,293.3,75.8437,7.9889,7.7106,85.81,24.0023,7.2597,27.49,20.23,88.47,0.461,0.315,1,3,0,0,1
Lahore,Punjab_PK,2011,32,8,0.14302,0.055804,0.129275,0.040072,9.58,303.3299,303.1113,297.4602,306.63,299.59,71.4454,7.5978,7.0388,8.71,30.4551,7.3736,33.39,26.01,15.51,0.915,0.54,4,4,0,0,7
Iquitos,Peru,2024,49,12,0.110919,-0.022109,0.139545,0.054159,2.4,300.1083,299.6855,295.7979,302.12,297.25,77.7281,7.4793,4.8692,2.06,25.5156,5.4679,29.71,24.24,0.0,0.309,0.462,3,2,8,0,1
Colombo,Sri_Lanka,2007,41,11,-0.012159,0.084091,0.014712,-0.023946,6.72,300.7086,300.7166,298.1263,304.34,297.1,77.877,8.0479,7.2403,6.7,27.7794,8.2218,31.74,23.52,12.53,0.763,0.622,3,2,2,0,3
Gampaha,Sri_Lanka,2001,17,5,0.6,0.6,0.6,0.6,320.36,299.3823,299.6557,296.9132,301.9,297.41,81.2989,9.5616,4.4966,327.79,26.5983,3.849,29.02,25.17,316.83,0.694,0.593,17,21,25,0,14
San_Juan,Puerto_Rico,2004,44,11,0.423031,0.3687,0.355454,0.24994,76.34,300.376,300.0538,298.0215,301.87,298.23,81.6222,8.6869,3.6398,72.08,26.7627,3.8038,28.59,24.78,76.44,0.843,0.806,3,4,0,0,4
Karachi,Sindh_PK,2016,4,1,-0.007855,-0.019695,0.090832,0.099604,6.28,297.0863,296.6598,292.8963,301.24,292.08,69.0603,7.2382,9.1604,6.02,23.6687,9.0609,28.33,19.27,4.74,0.821,0.457,4,6,2,0,1
Karachi,Sindh_PK,2019,37,10,-0.014499,0.076822,-0.0049,0.024442,3.14,297.3409,297.3232,291.8292,301.98,292.67,71.8365,7.8109,9.3097,3.22,24.9179,10.9225,29.24,18.31,0.0,0.879,0.542,4,1,0,0,2
Islamabad,ICT_PK,2009,7,2,0.109283,0.088283,0.110133,-0.064149,3.26,290.3375,290.6572,283.3501,294.34,286.98,78.261,8.735,7.3583,3.67,16.7938,7.1375,22.0,13.88,0.77,0.758,0.67,0,1,0,0,2
Kandy,Sri_Lanka,2016,52,12,0.24017,0.17893,0.102904,0.123309,13.9,299.8693,300.0802,296.3436,301.65,298.51,67.0037,7.4686,3.1318,14.82,26.3617,3.9091,28.88,24.97,7.94,0.707,0.581,1,0,5,0,2
San_Juan,Puerto_Rico,1995,20,5,0.024493,0.184172,0.060759,0.123382,29.47,299.4777,299.5362,297.5649,302.48,296.59,79.2304,8.6173,5.8858,30.1,26.6109,5.9975,29.8,23.81,19.46,0.792,0.788,13,10,4,0,12
Muzaffarabad,AJK_PK,1997,18,5,0.318675,0.327584,0.474775,0.39813,77.68,298.8921,298.7746,293.8185,302.23,295.32,52.1325,5.418,6.9061,87.69,25.4296,6.4742,28.96,22.49,79.06,0.387,0.316,3,0,5,0,3
Kandy,Sri_Lanka,1990,17,5,0.234667,0.445013,0.2566,0.268734,69.82,300.3708,300.8762,296.1135,303.71,298.05,73.3764,7.9274,5.659,62.66,27.1359,6.3251,30.02,23.69,68.23,0.741,0.599,6,8,2,0,4
Muzaffarabad,AJK_PK,2022,10,3,0.324801,0.188455,0.185224,0.106359,39.78,293.5465,293.7469,287.7135,296.43,291.06,74.5116,8.3283,5.3658,34.45,20.4172,5.544,23.42,17.88,37.31,0.39,0.347,0,2,7,0,0
Lahore,Punjab_PK,2022,12,3,0.127547,0.065339,0.15619,0.190128,36.51,297.1988,297.4358,293.7983,301.19,293.68,73.4486,8.5929,7.5149,40.0,23.9942,7.9723,28.08,20.11,28.68,0.867,0.562,20,21,24,0,19
Kandy,Sri_Lanka,2007,5,2,0.184336,0.165459,0.149806,0.173424,10.83,299.1737,299.4413,296.342,303.09,295.8,80.3232,8.8593,7.2918,9.95,26.6254,7.2194,29.89,22.67,11.46,0.812,0.604,22,19,25,0,24
Ampara,Sri_Lanka,2012,40,10,0.157133,0.038969,0.106112,0.115905,22.65,300.9996,300.6932,296.0715,304.38,297.0,75.3312,7.7408,7.3794,23.43,28.5552,6.4747,31.23,24.76,17.44,0.751,0.607,2,4,5,0,2
Iquitos,Peru,2024,29,8,0.011633,0.108166,0.182311,0.096423,33.91,298.1994,297.9904,293.0751,300.33,295.65,78.4366,8.0719,4.672,34.74,24.7346,3.9579,26.47,22.51,27.33,0.34,0.452,7,3,0,0,4
Islamabad,ICT_PK,2015,42,11,0.294448,0.196465,0.181653,0.150984,53.35,294.0948,294.5627,290.8956,295.99,293.14,78.168,8.5235,2.8487,55.6,21.8162,3.2248,23.45,20.22,54.91,0.649,0.679,3,7,3,0,0
Colombo,Sri_Lanka,1992,27,7,0.161982,0.22726,0.187566,0.231574,68.75,299.147,299.4813,293.5785,300.62,298.34,83.166,9.0986,2.2827,65.11,26.7679,3.7932,27.97,24.18,70.0,0.771,0.611,13,17,15,0,16
Jaffna,Sri_Lanka,2018,1,1,0.115713,0.153317,0.237318,0.20946,40.04,299.6376,299.407,294.3723,302.15,296.66,61.1303,6.3726,5.4856,40.61,25.5708,5.6073,28.93,23.32,42.43,0.656,0.588,3,7,8,0,1
Ampara,Sri_Lanka,2010,46,12,0.136516,0.072585,0.030794,-0.005563,1.0,297.7968,297.173,294.3737,300.54,293.8,97.3753,10.4431,6.7363,0.92,23.1299,6.1809,27.69,21.51,9.08,0.77,0.593,3,0,1,0,1
Karachi,Sindh_PK,2012,1,1,-0.005129,0.031486,0.058255,0.023321,7.57,301.3931,301.5525,297.8343,305.45,297.66,56.679,6.2635,7.7925,7.15,28.6589,8.573,32.75,24.17,9.23,0.881,0.502,0,0,2,0,2
Gampaha,Sri_Lanka,2021,5,2,0.193581,0.005724,0.173687,0.09358,32.04,299.4556,299.7041,298.5519,301.79,297.62,80.1832,8.7907,4.1708,28.84,26.3117,4.3872,29.14,24.75,26.88,0.777,0.578,5,5,7,0,4
Gampaha,Sri_Lanka,2001,33,9,-0.192201,0.03237,0.151004,0.212002,21.85,298.7683,298.7418,294.2177,300.26,297.23,90.7929,9.6965,3.0299,24.16,25.311,3.4326,26.87,23.43,13.9,0.785,0.607,1,0,6,0,4
Iquitos,Peru,2014,12,3,0.390186,0.6,0.6,0.476562,158.01,301.2479,300.9429,297.5039,302.66,299.22,83.5335,9.2957,3.436,175.06,27.4625,3.9359,30.03,26.1,153.32,0.324,0.436,4,6,1,0,2
Lahore,Punjab_PK,1993,39,10,0.111152,-0.039128,0.166293,0.050165,4.39,300.5168,300.861,293.3216,305.22,296.5,81.948,8.7092,8.7177,4.88,27.6312,8.822,32.07,23.25,4.98,0.892,0.591,9,8,6,0,6
Muzaffarabad,AJK_PK,2009,33,9,0.478508,0.451561,0.491358,0.459146,111.85,299.1196,299.4262,295.3427,302.98,295.87,82.2693,8.8084,7.1116,117.54,26.7394,7.0557,29.21,22.15,115.7,0.386,0.343,2,6,6,0,1
Colombo,Sri_Lanka,2000,52,12,0.583521,0.499387,0.567521,0.598043,182.85,300.3078,299.953,294.1654,300.73,299.17,79.9551,8.8794,1.5634,173.82,26.1155,2.0,27.77,26.09,189.72,0.72,0.605,1,3,7,0,2
Kandy,Sri_Lanka,1998,33,9,0.402126,0.174512,0.377919,0.374021,68.48,297.5999,297.2728,291.6559,299.31,295.23,82.7088,8.9187,4.0819,58.23,23.5438,3.7422,26.8,23.06,67.18,0.722,0.587,43,41,46,1,40
San_Juan,Puerto_Rico,1996,1,1,0.267207,-0.004624,0.202606,0.039434,65.32,299.241,299.527,295.1762,301.28,297.77,84.9946,8.9834,3.5128,67.61,26.521,3.4142,27.84,24.42,66.55,0.859,0.812,3,0,0,0,4
Peshawar,KPK_PK,2006,50,12,0.127931,0.092137,0.170079,0.137692,14.91,301.2677,301.2696,295.1632,307.78,294.75,36.2215,5.0,13.0307,14.26,26.9133,12.9825,34.26,21.28,14.67,0.615,0.391,4,6,10,0,2
Iquitos,Peru,1998,22,6,0.12787,0.135371,0.163846,-0.002431,26.7,299.4914,299.9167,294.4918,301.68,298.16,91.316,9.6394,3.5175,29.75,27.1118,2.6369,27.83,25.2,29.32,0.336,0.45,5,3,9,0,3
San_Juan,Puerto_Rico,2002,44,11,0.153866,0.219374,0.350869,0.338419,88.24,299.5473,299.3552,292.9822,302.85,295.86,78.0642,8.6358,6.9853,80.98,25.6139,7.9057,29.72,21.82,94.08,0.797,0.805,7,10,10,0,4
Islamabad,ICT_PK,1998,31,8,0.121593,-0.008243,0.055969,-0.060613,1.56,298.4478,298.465,294.8795,300.94,295.99,76.6989,7.9398,4.9528,1.44,25.025,5.9785,27.71,21.73,1.92,0.742,0.617,6,7,8,0,4
San_Juan,Puerto_Rico,1999,41,11,0.338195,0.293773,0.217157,0.279435,57.34,299.613,299.1078,293.4567,301.81,296.41,87.7866,10.5568,5.4039,65.39,25.9813,5.3423,28.29,22.95,56.97,0.84,0.771,7,11,10,0,6
Muzaffarabad,AJK_PK,2008,35,9,0.210229,0.215931,0.125011,0.029141,3.2,299.6552,299.8111,294.2817,302.99,296.63,91.8857,10.2698,6.3585,3.16,26.152,6.4912,30.27,23.78,0.0,0.37,0.352,3,2,2,0,2
Ampara,Sri_Lanka,2023,48,12,0.121379,0.087219,0.164594,0.068232,14.94,298.3305,298.5223,293.8568,301.64,295.4,66.8764,7.208,6.2447,12.86,24.5917,5.4798,27.85,22.37,19.25,0.717,0.586,2,2,8,0,0
Ampara,Sri_Lanka,1994,25,7,-0.053639,0.106355,0.11127,0.020435,0.93,301.1571,300.9518,298.5884,305.8,296.1,76.7521,8.4397,9.6985,1.06,27.9387,9.5399,32.09,22.55,0.42,0.762,0.619,2,0,1,0,4
Kandy,Sri_Lanka,1990,13,4,0.363735,0.394237,0.354105,0.263176,55.84,297.2824,297.6777,293.6922,300.75,294.6,77.7511,8.4534,6.1502,52.99,25.8858,5.988,27.42,21.43,54.18,0.737,0.58,2,1,0,0,4
Iquitos,Peru,1992,29,8,0.3283,0.288418,0.160499,0.363142,88.87,302.5249,302.4689,300.1813,305.5,299.44,84.0848,9.2532,6.054,97.06,30.0335,6.5304,32.49,25.96,87.2,0.317,0.438,8,11,13,0,7
Jaffna,Sri_Lanka,2006,13,4,0.067583,0.086485,0.06921,0.072071,2.87,301.3052,301.0953,297.0738,303.54,298.65,79.9571,8.8585,4.8879,2.92,27.461,4.9664,30.11,25.15,6.81,0.775,0.582,0,1,0,0,1
Gampaha,Sri_Lanka,2018,13,4,0.103095,0.018339,0.191683,0.13341,19.48,299.5264,299.6231,295.4347,301.44,297.81,86.1975,9.1744,3.635,20.45,25.7739,4.1083,27.74,23.63,19.45,0.774,0.57,92,93,88,1,95
Colombo,Sri_Lanka,2023,3,1,0.182397,0.304819,0.067382,0.255772,32.13,299.9147,299.4948,295.8169,301.33,297.66,87.5757,9.9094,3.6704,27.33,25.9065,2.8879,27.62,24.73,41.03,0.74,0.573,1,5,4,0,4
Ampara,Sri_Lanka,2003,24,6,0.064866,0.075355,0.046381,0.186701,4.72,300.9113,301.3922,298.4551,303.74,299.05,63.5504,6.6718,4.6935,4.28,27.8919,4.5009,30.31,25.81,0.0,0.824,0.592,4,0,3,0,5
Ampara,Sri_Lanka,2003,32,8,0.063334,0.131367,0.090804,0.087974,11.58,302.454,302.4639,298.0252,306.78,298.15,74.0842,7.6821,8.6228,12.16,28.8252,9.3973,34.12,24.72,14.3,0.775,0.583,7,6,8,0,7
Kandy,Sri_Lanka,1996,21,6,0.216994,0.198362,0.149208,0.079301,26.71,299.2132,299.0498,296.0068,302.7,295.4,85.8614,9.5552,7.2909,26.54,25.6784,8.1923,30.56,22.37,27.06,0.809,0.611,1,4,5,0,4
Iquitos,Peru,2024,51,12,0.014352,0.019551,0.133313,0.234925,45.05,297.9094,298.2127,292.6251,299.66,296.77,87.8352,9.7036,2.8849,43.97,25.3188,2.5402,26.04,23.5,42.81,0.35,0.468,8,7,3,0,7
Islamabad,ICT_PK,1997,43,11,0.123987,0.128061,0.137437,0.035697,16.32,299.6726,299.656,295.7689,303.96,295.36,62.1473,6.5775,8.5979,15.06,26.9134,9.4007,31.1,21.7,10.81,0.712,0.664,3,5,1,0,0
Gampaha,Sri_Lanka,2010,40,10,0.153129,0.161078,0.092994,0.394374,42.83,298.6632,298.2498,294.2794,300.78,295.72,80.0393,8.5277,5.0572,37.36,24.3572,3.6168,26.73,23.12,40.09,0.761,0.608,1,1,0,0,2
Gampaha,Sri_Lanka,2005,17,5,0.219816,0.041563,0.251669,0.151711,25.33,300.0237,300.3236,295.4666,300.56,300.08,79.1198,8.9322,1.0,24.97,26.4549,2.0,28.05,27.17,14.14,0.723,0.623,15,14,16,0,15
Lahore,Punjab_PK,2014,9,3,0.103668,0.232604,0.158873,0.027869,7.82,296.9024,296.6763,292.0866,301.3,292.05,78.1174,8.3478,9.2444,7.14,23.536,10.7108,29.25,18.54,3.41,0.877,0.526,3,4,1,0,4
Lahore,Punjab_PK,2008,38,10,0.038344,0.167572,0.048189,0.255104,18.55,302.142,301.6928,298.4935,307.29,296.09,50.8196,5.9512,11.2021,19.05,29.5405,12.5125,34.63,22.12,22.5,0.87,0.552,0,1,5,0,1
Ampara,Sri_Lanka,2023,20,5,0.264825,0.277457,0.179815,0.154117,53.46,300.6251,300.5962,294.7465,303.45,297.75,67.1249,7.3658,5.6991,46.62,28.2129,5.0142,30.33,25.32,37.01,0.745,0.586,4,7,3,0,6
Gampaha,Sri_Lanka,2019,43,11,0.044624,0.009248,-0.00594,0.209886,19.31,299.7711,300.3564,297.2262,302.91,297.81,81.318,9.1319,5.1006,18.83,28.4761,5.2274,29.97,24.75,31.17,0.774,0.616,1,0,0,0,3
Ampara,Sri_Lanka,2023,15,4,0.06858,0.085751,0.060087,-0.059687,0.63,294.9397,295.2436,291.2213,298.38,292.11,66.8498,7.1879,6.2696,0.66,21.4288,7.4674,26.26,18.79,2.3,0.676,0.572,4,2,0,0,2
Peshawar,KPK_PK,2010,20,5,0.083032,0.129493,0.152766,0.082163,11.15,303.8163,303.9859,299.0887,307.18,300.79,54.2027,5.5777,6.3833,12.65,30.0179,7.2928,34.47,27.18,9.73,0.606,0.432,4,4,0,0,1
Quetta,Balochistan_PK,2003,10,3,0.025543,0.008897,0.093869,0.010148,7.35,301.6367,301.9549,297.5282,305.79,298.12,30.0,5.0,7.6673,7.09,28.8122,8.1796,33.05,24.87,7.88,0.22,0.275,2,6,11,0,0
Islamabad,ICT_PK,1993,16,4,0.125821,0.151677,0.002634,-0.1,7.29,302.2002,302.5402,298.844,306.83,298.25,80.8718,8.0167,8.5731,6.75,28.86,8.2801,33.58,25.3,10.57,0.691,0.689,9,9,10,0,6
Jaffna,Sri_Lanka,2008,33,9,0.192731,0.133264,0.090665,0.031859,19.39,298.2359,298.1192,290.523,301.15,295.09,71.7467,7.9302,6.0591,19.66,25.2682,6.7614,27.72,20.96,22.96,0.746,0.614,2,0,1,0,1
Karachi,Sindh_PK,2012,38,10,0.021909,0.016516,0.020555,0.084312,6.24,306.3794,306.3253,301.6206,310.66,301.99,70.5476,7.2871,8.673,5.79,33.0826,9.1609,37.98,28.82,4.56,0.869,0.471,0,3,2,0,2
Quetta,Balochistan_PK,2011,44,11,0.030485,-0.00722,0.033095,0.041249,8.79,298.8353,298.6287,293.7912,305.46,291.8,30.0,5.0,13.6601,8.39,24.6521,14.5221,32.69,18.16,8.55,0.189,0.218,3,5,3,0,0
Galle,Sri_Lanka,2022,3,1,0.104263,0.030628,0.13365,-0.056392,21.74,298.2611,298.4006,294.6404,301.28,295.52,80.1233,9.0423,5.7655,20.95,24.8127,6.4064,28.9,22.49,20.89,0.756,0.59,2,0,0,0,0
Iquitos,Peru,2014,13,4,0.356505,0.560267,0.395905,0.338712,146.93,300.3751,300.4062,296.5736,302.58,298.24,87.1868,10.1834,4.3419,127.03,27.5033,4.569,29.83,25.26,148.19,0.344,0.409,12,14,18,0,11
Peshawar,KPK_PK,2005,52,12,0.084499,0.079807,0.103434,-0.002079,10.81,303.7202,303.3222,300.3782,308.49,298.15,65.8043,7.1205,10.337,10.65,30.0939,9.7699,34.85,25.08,18.46,0.586,0.397,0,4,5,0,0
Islamabad,ICT_PK,2021,34,9,0.405463,0.320221,0.374826,0.445607,105.08,296.5266,297.2118,294.1926,301.05,293.37,86.5613,9.0185,7.6805,96.79,23.8414,7.3948,27.97,20.58,113.43,0.693,0.653,7,9,10,0,6
Kandy,Sri_Lanka,2015,17,5,0.208729,0.202174,0.307987,0.132233,22.73,295.8146,296.0036,291.1187,300.79,291.22,92.1506,9.4454,9.5696,21.65,22.8617,10.8831,27.93,17.04,18.43,0.765,0.618,7,10,8,0,9
Islamabad,ICT_PK,2012,23,6,0.467341,0.464012,0.551252,0.466166,141.61,299.5425,299.7147,297.104,304.34,295.09,61.5574,6.7065,9.2576,154.19,26.6304,7.9916,30.82,22.83,142.88,0.706,0.672,5,6,3,0,6
Galle,Sri_Lanka,2012,8,2,0.008741,0.144499,0.04794,0.021828,16.9,301.3897,301.4904,296.6187,304.46,298.52,81.7062,9.3844,5.9317,18.03,28.5762,4.1196,30.64,26.52,19.68,0.737,0.578,5,5,10,0,3
Lahore,Punjab_PK,2001,8,2,-0.028367,0.065515,0.193656,-0.1,11.02,303.7921,303.6037,299.8736,306.85,300.36,61.7656,6.2506,6.4904,10.52,29.677,6.7506,33.22,26.47,11.13,0.931,0.592,1,0,0,0,4
Ampara,Sri_Lanka,2002,10,3,-0.008743,0.12113,0.134682,0.139546,4.51,300.454,300.682,294.3259,304.65,296.71,74.9931,7.9306,7.9435,5.0,27.3521,8.3488,31.82,23.47,11.09,0.764,0.593,3,6,7,0,1
Iquitos,Peru,1999,19,5,0.23555,0.200797,0.065219,0.181913,56.06,300.4358,299.8689,295.7117,301.34,298.4,87.4531,9.4419,2.9354,63.76,27.4405,2.6264,27.81,25.19,62.39,0.321,0.448,8,9,4,0,6
Iquitos,Peru,2008,29,8,0.01,0.051209,0.122138,0.068178,19.59,298.7504,298.6041,291.3058,300.66,296.54,95.0493,10.1721,4.1203,21.53,25.6313,5.6019,28.72,23.12,15.14,0.337,0.468,7,9,9,0,6
San_Juan,Puerto_Rico,1994,28,7,0.573118,0.434345,0.53784,0.318392,158.73,299.8728,299.9525,295.9883,301.2,298.71,84.093,9.1958,2.4852,154.96,27.3814,2.7012,28.57,25.87,150.0,0.83,0.756,10,10,6,0,10
Galle,Sri_Lanka,2024,35,9,0.334814,0.231149,0.277078,0.390621,70.52,302.1231,302.0256,299.3828,304.79,299.27,83.0827,8.7492,5.52,68.12,29.5519,4.707,31.15,26.44,67.99,0.761,0.578,9,11,11,0,8
Islamabad,ICT_PK,2000,34,9,0.043877,-0.046583,0.123083,0.043195,2.61,297.4964,297.9351,296.2405,302.67,293.2,60.8342,7.0318,9.4753,2.23,25.2534,9.4132,29.51,20.09,0.0,0.714,0.673,3,6,8,0,5
San_Juan,Puerto_Rico,2008,11,3,0.113709,0.195546,0.04165,-0.030574,21.68,299.43,298.863,295.6078,302.38,295.35,88.5607,9.4946,7.0315,20.91,25.0655,7.9328,30.83,22.89,16.15,0.8,0.761,7,5,2,0,10
Lahore,Punjab_PK,2009,21,6,0.085474,0.028498,-0.009704,0.026403,1.73,296.2458,296.6754,292.5042,300.15,293.2,76.3705,8.1367,6.9514,1.77,22.5843,8.0743,27.34,19.27,3.29,0.866,0.529,7,3,3,0,5
Ampara,Sri_Lanka,2008,49,12,0.071059,0.013756,0.03408,0.130232,0.08,300.4622,300.283,297.1366,303.81,296.75,63.4301,7.1443,7.061,0.07,27.5849,5.8425,30.09,24.25,0.0,0.765,0.615,0,3,7,0,0
Iquitos,Peru,2021,36,9,0.163745,0.075116,0.064921,-0.006601,7.43,297.3207,297.4028,294.3275,298.72,296.08,75.5512,8.4674,2.6356,8.41,24.0304,4.2008,26.87,22.67,18.36,0.329,0.427,5,4,9,0,4
San_Juan,Puerto_Rico,2010,41,11,0.114813,0.131259,0.119681,-0.1,9.12,297.8059,298.155,293.9261,299.32,296.99,78.0732,8.6365,2.327,8.99,24.5011,2.0,26.21,24.31,11.14,0.758,0.814,7,11,10,0,4
Galle,Sri_Lanka,2021,48,12,-0.076685,0.155096,0.272132,-0.018086,11.25,300.9679,301.0451,296.6535,302.74,299.35,77.2604,8.2633,3.3801,10.16,27.4631,2.7331,29.73,26.99,9.29,0.78,0.604,6,7,4,0,4
Jaffna,Sri_Lanka,2015,45,12,0.069368,-0.001395,0.013605,0.076981,2.87,296.4737,296.7245,292.4708,299.23,294.22,72.9442,7.9479,5.01,2.99,24.7268,4.9987,26.18,21.18,3.4,0.753,0.621,1,3,2,0,0
Colombo,Sri_Lanka,2002,41,11,0.2836,0.473676,0.301234,0.40353,123.37,300.0467,300.0444,295.2372,301.76,298.33,82.8659,9.1683,3.4273,109.93,27.3384,3.8802,29.15,25.27,114.21,0.772,0.604,3,1,0,0,5
Gampaha,Sri_Lanka,1993,4,1,0.515434,0.583284,0.580263,0.508393,164.01,298.7231,298.7874,294.2474,301.89,295.69,77.4017,8.5094,6.2015,151.6,26.2084,7.0541,28.53,21.48,166.12,0.745,0.618,10,12,11,0,10
Quetta,Balochistan_PK,2016,38,10,0.011955,0.041593,0.034596,0.049583,2.25,303.8936,304.3886,301.5072,310.97,297.8,35.6549,5.0,13.1688,2.05,31.2265,11.7001,36.77,25.07,3.99,0.185,0.225,0,0,0,0,0
Peshawar,KPK_PK,2003,33,9,0.096725,0.185289,0.096115,0.074663,8.38,303.4126,303.1605,299.9545,308.14,298.18,52.5636,5.6344,9.9664,8.97,30.2448,10.0247,34.48,24.45,15.43,0.604,0.394,3,5,0,0,2
San_Juan,Puerto_Rico,2001,31,8,0.24411,0.250337,0.304817,0.236129,81.59,299.5166,299.3172,295.3973,302.4,296.23,75.6258,8.5101,6.1706,82.85,26.1481,5.6063,28.88,23.28,84.84,0.89,0.762,71,72,72,1,69
Islamabad,ICT_PK,2011,32,8,0.213716,0.172,0.093482,0.100669,34.96,293.6452,293.7561,288.9585,297.24,290.27,68.2701,7.2589,6.9709,39.2,20.5459,7.1238,24.02,16.9,36.16,0.707,0.621,5,7,7,0,2
Galle,Sri_Lanka,1998,9,3,0.151674,0.084036,0.061504,0.305252,17.86,298.3427,299.1197,294.7765,300.56,297.68,87.0343,9.3748,2.8889,16.64,25.355,2.8508,27.05,24.19,18.97,0.783,0.568,67,67,68,1,69
Quetta,Balochistan_PK,2005,29,8,-0.029148,0.037811,0.021132,0.061352,0.5,308.0,308.0,302.0,313.5,304.0,37.1211,5.0,8.235,0.46,35.9195,7.3534,39.38,30.0,0.0,0.178,0.253,3,5,0,0,1
Kandy,Sri_Lanka,1995,48,12,0.256781,0.224935,0.144455,0.207844,12.51,299.9629,300.2227,294.1628,302.24,298.2,77.0964,8.5314,4.0385,13.33,27.4845,4.5499,29.17,24.62,21.43,0.751,0.584,0,0,1,0,2
Galle,Sri_Lanka,2017,7,2,0.27086,0.401311,0.240446,0.365846,74.18,301.6031,301.4923,296.928,304.32,298.67,81.4311,9.0617,5.6505,75.33,28.0927,5.8039,31.17,25.36,75.99,0.778,0.625,8,11,7,0,6
Ampara,Sri_Lanka,2012,28,7,0.153455,0.077274,0.049214,0.149536,11.49,304.9763,305.2381,301.3109,307.29,303.19,69.4209,7.9309,4.1028,11.55,31.7779,5.3206,34.64,29.32,4.48,0.75,0.624,9,5,5,0,8
Kandy,Sri_Lanka,2010,22,6,0.296503,0.319265,0.137486,0.186808,45.43,298.9643,299.1941,296.0558,301.5,296.89,86.3831,9.4686,4.6072,50.47,26.7108,4.3931,27.97,23.58,43.38,0.74,0.579,4,1,0,0,7
Colombo,Sri_Lanka,1998,44,11,0.6,0.357308,0.38409,0.443554,155.4,296.8175,296.9546,293.4436,298.41,295.5,91.3567,10.0986,2.917,140.16,23.8436,3.287,24.97,21.68,153.77,0.714,0.601,5,8,12,0,4
